Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Sex,Sex Code,Count,age_group
Melanoma of the Skin,25010,Massachusetts,25,2016,2016,Female,F,124,25 to 44
Melanoma of the Skin,25010,Massachusetts,25,2016,2016,Male,M,87,25 to 44
Melanoma of the Skin,25010,Massachusetts,25,2017,2017,Female,F,127,25 to 44
Melanoma of the Skin,25010,Massachusetts,25,2017,2017,Male,M,80,25 to 44
Melanoma of the Skin,25010,Massachusetts,25,2018,2018,Female,F,90,25 to 44
Melanoma of the Skin,25010,Massachusetts,25,2018,2018,Male,M,61,25 to 44
Melanoma of the Skin,25010,Michigan,26,2014,2014,Female,F,196,25 to 44
Melanoma of the Skin,25010,Michigan,26,2014,2014,Male,M,96,25 to 44
Melanoma of the Skin,25010,Michigan,26,2015,2015,Female,F,219,25 to 44
Melanoma of the Skin,25010,Michigan,26,2015,2015,Male,M,95,25 to 44
Melanoma of the Skin,25010,Michigan,26,2016,2016,Female,F,193,25 to 44
Melanoma of the Skin,25010,Michigan,26,2016,2016,Male,M,100,25 to 44
Melanoma of the Skin,25010,Michigan,26,2017,2017,Female,F,169,25 to 44
Melanoma of the Skin,25010,Michigan,26,2017,2017,Male,M,100,25 to 44
Melanoma of the Skin,25010,Michigan,26,2018,2018,Female,F,192,25 to 44
Melanoma of the Skin,25010,Michigan,26,2018,2018,Male,M,108,25 to 44
Melanoma of the Skin,25010,Minnesota,27,2014,2014,Female,F,159,25 to 44
Melanoma of the Skin,25010,Minnesota,27,2014,2014,Male,M,93,25 to 44
Melanoma of the Skin,25010,Minnesota,27,2015,2015,Female,F,175,25 to 44
Melanoma of the Skin,25010,Minnesota,27,2015,2015,Male,M,81,25 to 44
Melanoma of the Skin,25010,Minnesota,27,2016,2016,Female,F,205,25 to 44
Melanoma of the Skin,25010,Minnesota,27,2016,2016,Male,M,89,25 to 44
Melanoma of the Skin,25010,Minnesota,27,2017,2017,Female,F,237,25 to 44
Melanoma of the Skin,25010,Minnesota,27,2017,2017,Male,M,124,25 to 44
Melanoma of the Skin,25010,Minnesota,27,2018,2018,Female,F,234,25 to 44
Melanoma of the Skin,25010,Minnesota,27,2018,2018,Male,M,119,25 to 44
Melanoma of the Skin,25010,Mississippi,28,2014,2014,Female,F,49,25 to 44
Melanoma of the Skin,25010,Mississippi,28,2014,2014,Male,M,31,25 to 44
Melanoma of the Skin,25010,Mississippi,28,2015,2015,Female,F,40,25 to 44
Melanoma of the Skin,25010,Mississippi,28,2015,2015,Male,M,29,25 to 44
Melanoma of the Skin,25010,Mississippi,28,2016,2016,Female,F,55,25 to 44
Melanoma of the Skin,25010,Mississippi,28,2016,2016,Male,M,28,25 to 44
Melanoma of the Skin,25010,Mississippi,28,2017,2017,Female,F,47,25 to 44
Melanoma of the Skin,25010,Mississippi,28,2017,2017,Male,M,20,25 to 44
Melanoma of the Skin,25010,Mississippi,28,2018,2018,Female,F,32,25 to 44
Melanoma of the Skin,25010,Mississippi,28,2018,2018,Male,M,24,25 to 44
Melanoma of the Skin,25010,Missouri,29,2014,2014,Female,F,122,25 to 44
Melanoma of the Skin,25010,Missouri,29,2014,2014,Male,M,68,25 to 44
Melanoma of the Skin,25010,Missouri,29,2015,2015,Female,F,123,25 to 44
Melanoma of the Skin,25010,Missouri,29,2015,2015,Male,M,45,25 to 44
Melanoma of the Skin,25010,Missouri,29,2016,2016,Female,F,110,25 to 44
Melanoma of the Skin,25010,Missouri,29,2016,2016,Male,M,71,25 to 44
Melanoma of the Skin,25010,Missouri,29,2017,2017,Female,F,132,25 to 44
Melanoma of the Skin,25010,Missouri,29,2017,2017,Male,M,80,25 to 44
Melanoma of the Skin,25010,Missouri,29,2018,2018,Female,F,101,25 to 44
Melanoma of the Skin,25010,Missouri,29,2018,2018,Male,M,77,25 to 44
Melanoma of the Skin,25010,Montana,30,2014,2014,Female,F,26,25 to 44
Melanoma of the Skin,25010,Montana,30,2014,2014,Male,M,18,25 to 44
Melanoma of the Skin,25010,Montana,30,2015,2015,Female,F,33,25 to 44
Melanoma of the Skin,25010,Montana,30,2015,2015,Male,M,0,25 to 44
Melanoma of the Skin,25010,Montana,30,2016,2016,Female,F,22,25 to 44
Melanoma of the Skin,25010,Montana,30,2016,2016,Male,M,22,25 to 44
Melanoma of the Skin,25010,Montana,30,2017,2017,Female,F,29,25 to 44
Melanoma of the Skin,25010,Montana,30,2017,2017,Male,M,17,25 to 44
Melanoma of the Skin,25010,Montana,30,2018,2018,Female,F,28,25 to 44
Melanoma of the Skin,25010,Montana,30,2018,2018,Male,M,0,25 to 44
Melanoma of the Skin,25010,Nebraska,31,2014,2014,Female,F,55,25 to 44
Melanoma of the Skin,25010,Nebraska,31,2014,2014,Male,M,0,25 to 44
Melanoma of the Skin,25010,Nebraska,31,2015,2015,Female,F,63,25 to 44
Melanoma of the Skin,25010,Nebraska,31,2015,2015,Male,M,30,25 to 44
Melanoma of the Skin,25010,Nebraska,31,2016,2016,Female,F,82,25 to 44
Melanoma of the Skin,25010,Nebraska,31,2016,2016,Male,M,34,25 to 44
Melanoma of the Skin,25010,Nebraska,31,2017,2017,Female,F,75,25 to 44
Melanoma of the Skin,25010,Nebraska,31,2017,2017,Male,M,29,25 to 44
Melanoma of the Skin,25010,Nebraska,31,2018,2018,Female,F,64,25 to 44
Melanoma of the Skin,25010,Nebraska,31,2018,2018,Male,M,34,25 to 44
Melanoma of the Skin,25010,Nevada,32,2014,2014,Female,F,32,25 to 44
Melanoma of the Skin,25010,Nevada,32,2014,2014,Male,M,21,25 to 44
Melanoma of the Skin,25010,Nevada,32,2015,2015,Female,F,20,25 to 44
Melanoma of the Skin,25010,Nevada,32,2015,2015,Male,M,24,25 to 44
Melanoma of the Skin,25010,Nevada,32,2016,2016,Female,F,31,25 to 44
Melanoma of the Skin,25010,Nevada,32,2016,2016,Male,M,21,25 to 44
Melanoma of the Skin,25010,Nevada,32,2017,2017,Female,F,37,25 to 44
Melanoma of the Skin,25010,Nevada,32,2017,2017,Male,M,34,25 to 44
Melanoma of the Skin,25010,Nevada,32,2018,2018,Female,F,0,25 to 44
Melanoma of the Skin,25010,Nevada,32,2018,2018,Male,M,0,25 to 44
Melanoma of the Skin,25010,New Hampshire,33,2014,2014,Female,F,33,25 to 44
Melanoma of the Skin,25010,New Hampshire,33,2014,2014,Male,M,16,25 to 44
Melanoma of the Skin,25010,New Hampshire,33,2015,2015,Female,F,43,25 to 44
Melanoma of the Skin,25010,New Hampshire,33,2015,2015,Male,M,17,25 to 44
Melanoma of the Skin,25010,New Hampshire,33,2016,2016,Female,F,31,25 to 44
Melanoma of the Skin,25010,New Hampshire,33,2016,2016,Male,M,0,25 to 44
Melanoma of the Skin,25010,New Hampshire,33,2017,2017,Female,F,34,25 to 44
Melanoma of the Skin,25010,New Hampshire,33,2017,2017,Male,M,0,25 to 44
Melanoma of the Skin,25010,New Hampshire,33,2018,2018,Female,F,23,25 to 44
Melanoma of the Skin,25010,New Hampshire,33,2018,2018,Male,M,0,25 to 44
Melanoma of the Skin,25010,New Jersey,34,2014,2014,Female,F,136,25 to 44
Melanoma of the Skin,25010,New Jersey,34,2014,2014,Male,M,66,25 to 44
Melanoma of the Skin,25010,New Jersey,34,2015,2015,Female,F,142,25 to 44
Melanoma of the Skin,25010,New Jersey,34,2015,2015,Male,M,69,25 to 44
Melanoma of the Skin,25010,New Jersey,34,2016,2016,Female,F,116,25 to 44
Melanoma of the Skin,25010,New Jersey,34,2016,2016,Male,M,73,25 to 44
Melanoma of the Skin,25010,New Jersey,34,2017,2017,Female,F,130,25 to 44
Melanoma of the Skin,25010,New Jersey,34,2017,2017,Male,M,97,25 to 44
Melanoma of the Skin,25010,New Jersey,34,2018,2018,Female,F,115,25 to 44
Melanoma of the Skin,25010,New Jersey,34,2018,2018,Male,M,62,25 to 44
Melanoma of the Skin,25010,New Mexico,35,2014,2014,Female,F,0,25 to 44
Melanoma of the Skin,25010,New Mexico,35,2014,2014,Male,M,0,25 to 44
Melanoma of the Skin,25010,New Mexico,35,2015,2015,Female,F,20,25 to 44
Melanoma of the Skin,25010,New Mexico,35,2015,2015,Male,M,0,25 to 44
Melanoma of the Skin,25010,New Mexico,35,2016,2016,Female,F,0,25 to 44
Melanoma of the Skin,25010,New Mexico,35,2016,2016,Male,M,0,25 to 44
Melanoma of the Skin,25010,New Mexico,35,2017,2017,Female,F,24,25 to 44
Melanoma of the Skin,25010,New Mexico,35,2017,2017,Male,M,17,25 to 44
Melanoma of the Skin,25010,New Mexico,35,2018,2018,Female,F,18,25 to 44
Melanoma of the Skin,25010,New Mexico,35,2018,2018,Male,M,0,25 to 44
Melanoma of the Skin,25010,New York,36,2014,2014,Female,F,283,25 to 44
Melanoma of the Skin,25010,New York,36,2014,2014,Male,M,184,25 to 44
Melanoma of the Skin,25010,New York,36,2015,2015,Female,F,269,25 to 44
Melanoma of the Skin,25010,New York,36,2015,2015,Male,M,161,25 to 44
Melanoma of the Skin,25010,New York,36,2016,2016,Female,F,277,25 to 44
Melanoma of the Skin,25010,New York,36,2016,2016,Male,M,181,25 to 44
Melanoma of the Skin,25010,New York,36,2017,2017,Female,F,254,25 to 44
Melanoma of the Skin,25010,New York,36,2017,2017,Male,M,193,25 to 44
Melanoma of the Skin,25010,New York,36,2018,2018,Female,F,249,25 to 44
Melanoma of the Skin,25010,New York,36,2018,2018,Male,M,171,25 to 44
Melanoma of the Skin,25010,North Carolina,37,2014,2014,Female,F,177,25 to 44
Melanoma of the Skin,25010,North Carolina,37,2014,2014,Male,M,145,25 to 44
Melanoma of the Skin,25010,North Carolina,37,2015,2015,Female,F,215,25 to 44
Melanoma of the Skin,25010,North Carolina,37,2015,2015,Male,M,126,25 to 44
Melanoma of the Skin,25010,North Carolina,37,2016,2016,Female,F,222,25 to 44
Melanoma of the Skin,25010,North Carolina,37,2016,2016,Male,M,137,25 to 44
Melanoma of the Skin,25010,North Carolina,37,2017,2017,Female,F,187,25 to 44
Melanoma of the Skin,25010,North Carolina,37,2017,2017,Male,M,125,25 to 44
Melanoma of the Skin,25010,North Carolina,37,2018,2018,Female,F,187,25 to 44
Melanoma of the Skin,25010,North Carolina,37,2018,2018,Male,M,111,25 to 44
Melanoma of the Skin,25010,North Dakota,38,2014,2014,Female,F,19,25 to 44
Melanoma of the Skin,25010,North Dakota,38,2014,2014,Male,M,17,25 to 44
Melanoma of the Skin,25010,North Dakota,38,2015,2015,Female,F,21,25 to 44
Melanoma of the Skin,25010,North Dakota,38,2015,2015,Male,M,0,25 to 44
Melanoma of the Skin,25010,North Dakota,38,2016,2016,Female,F,24,25 to 44
Melanoma of the Skin,25010,North Dakota,38,2016,2016,Male,M,0,25 to 44
Melanoma of the Skin,25010,North Dakota,38,2017,2017,Female,F,23,25 to 44
Melanoma of the Skin,25010,North Dakota,38,2017,2017,Male,M,0,25 to 44
Melanoma of the Skin,25010,North Dakota,38,2018,2018,Female,F,23,25 to 44
Melanoma of the Skin,25010,North Dakota,38,2018,2018,Male,M,0,25 to 44
Melanoma of the Skin,25010,Ohio,39,2014,2014,Female,F,266,25 to 44
Melanoma of the Skin,25010,Ohio,39,2014,2014,Male,M,143,25 to 44
Melanoma of the Skin,25010,Ohio,39,2015,2015,Female,F,312,25 to 44
Melanoma of the Skin,25010,Ohio,39,2015,2015,Male,M,155,25 to 44
Melanoma of the Skin,25010,Ohio,39,2016,2016,Female,F,294,25 to 44
Melanoma of the Skin,25010,Ohio,39,2016,2016,Male,M,151,25 to 44
Melanoma of the Skin,25010,Ohio,39,2017,2017,Female,F,232,25 to 44
Melanoma of the Skin,25010,Ohio,39,2017,2017,Male,M,128,25 to 44
Melanoma of the Skin,25010,Ohio,39,2018,2018,Female,F,282,25 to 44
Melanoma of the Skin,25010,Ohio,39,2018,2018,Male,M,143,25 to 44
Melanoma of the Skin,25010,Oklahoma,40,2014,2014,Female,F,65,25 to 44
Melanoma of the Skin,25010,Oklahoma,40,2014,2014,Male,M,50,25 to 44
Melanoma of the Skin,25010,Oklahoma,40,2015,2015,Female,F,60,25 to 44
Melanoma of the Skin,25010,Oklahoma,40,2015,2015,Male,M,43,25 to 44
Melanoma of the Skin,25010,Oklahoma,40,2016,2016,Female,F,85,25 to 44
Melanoma of the Skin,25010,Oklahoma,40,2016,2016,Male,M,31,25 to 44
Melanoma of the Skin,25010,Oklahoma,40,2017,2017,Female,F,72,25 to 44
Melanoma of the Skin,25010,Oklahoma,40,2017,2017,Male,M,50,25 to 44
Melanoma of the Skin,25010,Oklahoma,40,2018,2018,Female,F,63,25 to 44
Melanoma of the Skin,25010,Oklahoma,40,2018,2018,Male,M,36,25 to 44
Melanoma of the Skin,25010,Oregon,41,2014,2014,Female,F,105,25 to 44
Melanoma of the Skin,25010,Oregon,41,2014,2014,Male,M,66,25 to 44
Melanoma of the Skin,25010,Oregon,41,2015,2015,Female,F,101,25 to 44
Melanoma of the Skin,25010,Oregon,41,2015,2015,Male,M,67,25 to 44
Melanoma of the Skin,25010,Oregon,41,2016,2016,Female,F,109,25 to 44
Melanoma of the Skin,25010,Oregon,41,2016,2016,Male,M,57,25 to 44
Melanoma of the Skin,25010,Oregon,41,2017,2017,Female,F,91,25 to 44
Melanoma of the Skin,25010,Oregon,41,2017,2017,Male,M,59,25 to 44
Melanoma of the Skin,25010,Oregon,41,2018,2018,Female,F,84,25 to 44
Melanoma of the Skin,25010,Oregon,41,2018,2018,Male,M,40,25 to 44
Melanoma of the Skin,25010,Pennsylvania,42,2014,2014,Female,F,306,25 to 44
Melanoma of the Skin,25010,Pennsylvania,42,2014,2014,Male,M,175,25 to 44
Melanoma of the Skin,25010,Pennsylvania,42,2015,2015,Female,F,284,25 to 44
Melanoma of the Skin,25010,Pennsylvania,42,2015,2015,Male,M,158,25 to 44
Melanoma of the Skin,25010,Pennsylvania,42,2016,2016,Female,F,251,25 to 44
Melanoma of the Skin,25010,Pennsylvania,42,2016,2016,Male,M,146,25 to 44
Melanoma of the Skin,25010,Pennsylvania,42,2017,2017,Female,F,221,25 to 44
Melanoma of the Skin,25010,Pennsylvania,42,2017,2017,Male,M,134,25 to 44
Melanoma of the Skin,25010,Pennsylvania,42,2018,2018,Female,F,216,25 to 44
Melanoma of the Skin,25010,Pennsylvania,42,2018,2018,Male,M,123,25 to 44
Melanoma of the Skin,25010,Rhode Island,44,2014,2014,Female,F,19,25 to 44
Melanoma of the Skin,25010,Rhode Island,44,2014,2014,Male,M,17,25 to 44
Melanoma of the Skin,25010,Rhode Island,44,2015,2015,Female,F,17,25 to 44
Melanoma of the Skin,25010,Rhode Island,44,2015,2015,Male,M,0,25 to 44
Melanoma of the Skin,25010,Rhode Island,44,2016,2016,Female,F,22,25 to 44
Melanoma of the Skin,25010,Rhode Island,44,2016,2016,Male,M,0,25 to 44
Melanoma of the Skin,25010,Rhode Island,44,2017,2017,Female,F,0,25 to 44
Melanoma of the Skin,25010,Rhode Island,44,2017,2017,Male,M,0,25 to 44
Melanoma of the Skin,25010,Rhode Island,44,2018,2018,Female,F,0,25 to 44
Melanoma of the Skin,25010,Rhode Island,44,2018,2018,Male,M,0,25 to 44
Melanoma of the Skin,25010,South Carolina,45,2014,2014,Female,F,103,25 to 44
Melanoma of the Skin,25010,South Carolina,45,2014,2014,Male,M,66,25 to 44
Melanoma of the Skin,25010,South Carolina,45,2015,2015,Female,F,98,25 to 44
Melanoma of the Skin,25010,South Carolina,45,2015,2015,Male,M,55,25 to 44
Melanoma of the Skin,25010,South Carolina,45,2016,2016,Female,F,96,25 to 44
Melanoma of the Skin,25010,South Carolina,45,2016,2016,Male,M,55,25 to 44
Melanoma of the Skin,25010,South Carolina,45,2017,2017,Female,F,83,25 to 44
Melanoma of the Skin,25010,South Carolina,45,2017,2017,Male,M,53,25 to 44
Melanoma of the Skin,25010,South Carolina,45,2018,2018,Female,F,95,25 to 44
Melanoma of the Skin,25010,South Carolina,45,2018,2018,Male,M,52,25 to 44
Melanoma of the Skin,25010,South Dakota,46,2014,2014,Female,F,30,25 to 44
Melanoma of the Skin,25010,South Dakota,46,2014,2014,Male,M,0,25 to 44
Melanoma of the Skin,25010,South Dakota,46,2015,2015,Female,F,30,25 to 44
Melanoma of the Skin,25010,South Dakota,46,2015,2015,Male,M,0,25 to 44
Melanoma of the Skin,25010,South Dakota,46,2016,2016,Female,F,28,25 to 44
Melanoma of the Skin,25010,South Dakota,46,2016,2016,Male,M,0,25 to 44
Melanoma of the Skin,25010,South Dakota,46,2017,2017,Female,F,26,25 to 44
Melanoma of the Skin,25010,South Dakota,46,2017,2017,Male,M,0,25 to 44
Melanoma of the Skin,25010,South Dakota,46,2018,2018,Female,F,28,25 to 44
Melanoma of the Skin,25010,South Dakota,46,2018,2018,Male,M,0,25 to 44
Melanoma of the Skin,25010,Tennessee,47,2014,2014,Female,F,116,25 to 44
Melanoma of the Skin,25010,Tennessee,47,2014,2014,Male,M,62,25 to 44
Melanoma of the Skin,25010,Tennessee,47,2015,2015,Female,F,126,25 to 44
Melanoma of the Skin,25010,Tennessee,47,2015,2015,Male,M,72,25 to 44
Melanoma of the Skin,25010,Tennessee,47,2016,2016,Female,F,97,25 to 44
Melanoma of the Skin,25010,Tennessee,47,2016,2016,Male,M,63,25 to 44
Melanoma of the Skin,25010,Tennessee,47,2017,2017,Female,F,104,25 to 44
Melanoma of the Skin,25010,Tennessee,47,2017,2017,Male,M,72,25 to 44
Melanoma of the Skin,25010,Tennessee,47,2018,2018,Female,F,84,25 to 44
Melanoma of the Skin,25010,Tennessee,47,2018,2018,Male,M,65,25 to 44
Melanoma of the Skin,25010,Texas,48,2014,2014,Female,F,249,25 to 44
Melanoma of the Skin,25010,Texas,48,2014,2014,Male,M,209,25 to 44
Melanoma of the Skin,25010,Texas,48,2015,2015,Female,F,313,25 to 44
Melanoma of the Skin,25010,Texas,48,2015,2015,Male,M,187,25 to 44
Melanoma of the Skin,25010,Texas,48,2016,2016,Female,F,291,25 to 44
Melanoma of the Skin,25010,Texas,48,2016,2016,Male,M,193,25 to 44
Melanoma of the Skin,25010,Texas,48,2017,2017,Female,F,265,25 to 44
Melanoma of the Skin,25010,Texas,48,2017,2017,Male,M,184,25 to 44
Melanoma of the Skin,25010,Texas,48,2018,2018,Female,F,319,25 to 44
Melanoma of the Skin,25010,Texas,48,2018,2018,Male,M,205,25 to 44
Melanoma of the Skin,25010,Utah,49,2014,2014,Female,F,108,25 to 44
Melanoma of the Skin,25010,Utah,49,2014,2014,Male,M,86,25 to 44
Melanoma of the Skin,25010,Utah,49,2015,2015,Female,F,119,25 to 44
Melanoma of the Skin,25010,Utah,49,2015,2015,Male,M,79,25 to 44
Melanoma of the Skin,25010,Utah,49,2016,2016,Female,F,128,25 to 44
Melanoma of the Skin,25010,Utah,49,2016,2016,Male,M,84,25 to 44
Melanoma of the Skin,25010,Utah,49,2017,2017,Female,F,119,25 to 44
Melanoma of the Skin,25010,Utah,49,2017,2017,Male,M,74,25 to 44
Melanoma of the Skin,25010,Utah,49,2018,2018,Female,F,111,25 to 44
Melanoma of the Skin,25010,Utah,49,2018,2018,Male,M,77,25 to 44
Melanoma of the Skin,25010,Vermont,50,2014,2014,Female,F,0,25 to 44
Melanoma of the Skin,25010,Vermont,50,2014,2014,Male,M,0,25 to 44
Melanoma of the Skin,25010,Vermont,50,2015,2015,Female,F,18,25 to 44
Melanoma of the Skin,25010,Vermont,50,2015,2015,Male,M,0,25 to 44
Melanoma of the Skin,25010,Vermont,50,2016,2016,Female,F,20,25 to 44
Melanoma of the Skin,25010,Vermont,50,2016,2016,Male,M,0,25 to 44
Melanoma of the Skin,25010,Vermont,50,2017,2017,Female,F,20,25 to 44
Melanoma of the Skin,25010,Vermont,50,2017,2017,Male,M,0,25 to 44
Melanoma of the Skin,25010,Vermont,50,2018,2018,Female,F,16,25 to 44
Melanoma of the Skin,25010,Vermont,50,2018,2018,Male,M,0,25 to 44
Melanoma of the Skin,25010,Virginia,51,2014,2014,Female,F,140,25 to 44
Melanoma of the Skin,25010,Virginia,51,2014,2014,Male,M,70,25 to 44
Melanoma of the Skin,25010,Virginia,51,2015,2015,Female,F,119,25 to 44
Melanoma of the Skin,25010,Virginia,51,2015,2015,Male,M,82,25 to 44
Melanoma of the Skin,25010,Virginia,51,2016,2016,Female,F,124,25 to 44
Melanoma of the Skin,25010,Virginia,51,2016,2016,Male,M,81,25 to 44
Melanoma of the Skin,25010,Virginia,51,2017,2017,Female,F,150,25 to 44
Melanoma of the Skin,25010,Virginia,51,2017,2017,Male,M,88,25 to 44
Melanoma of the Skin,25010,Virginia,51,2018,2018,Female,F,120,25 to 44
Melanoma of the Skin,25010,Virginia,51,2018,2018,Male,M,73,25 to 44
Melanoma of the Skin,25010,Washington,53,2014,2014,Female,F,168,25 to 44
Melanoma of the Skin,25010,Washington,53,2014,2014,Male,M,103,25 to 44
Melanoma of the Skin,25010,Washington,53,2015,2015,Female,F,155,25 to 44
Melanoma of the Skin,25010,Washington,53,2015,2015,Male,M,112,25 to 44
Melanoma of the Skin,25010,Washington,53,2016,2016,Female,F,152,25 to 44
Melanoma of the Skin,25010,Washington,53,2016,2016,Male,M,98,25 to 44
Melanoma of the Skin,25010,Washington,53,2017,2017,Female,F,170,25 to 44
Melanoma of the Skin,25010,Washington,53,2017,2017,Male,M,90,25 to 44
Melanoma of the Skin,25010,Washington,53,2018,2018,Female,F,152,25 to 44
Melanoma of the Skin,25010,Washington,53,2018,2018,Male,M,79,25 to 44
Melanoma of the Skin,25010,West Virginia,54,2014,2014,Female,F,36,25 to 44
Melanoma of the Skin,25010,West Virginia,54,2014,2014,Male,M,32,25 to 44
Melanoma of the Skin,25010,West Virginia,54,2015,2015,Female,F,41,25 to 44
Melanoma of the Skin,25010,West Virginia,54,2015,2015,Male,M,24,25 to 44
Melanoma of the Skin,25010,West Virginia,54,2016,2016,Female,F,27,25 to 44
Melanoma of the Skin,25010,West Virginia,54,2016,2016,Male,M,29,25 to 44
Melanoma of the Skin,25010,West Virginia,54,2017,2017,Female,F,34,25 to 44
Melanoma of the Skin,25010,West Virginia,54,2017,2017,Male,M,23,25 to 44
Melanoma of the Skin,25010,West Virginia,54,2018,2018,Female,F,45,25 to 44
Melanoma of the Skin,25010,West Virginia,54,2018,2018,Male,M,19,25 to 44
Melanoma of the Skin,25010,Wisconsin,55,2014,2014,Female,F,141,25 to 44
Melanoma of the Skin,25010,Wisconsin,55,2014,2014,Male,M,69,25 to 44
Melanoma of the Skin,25010,Wisconsin,55,2015,2015,Female,F,139,25 to 44
Melanoma of the Skin,25010,Wisconsin,55,2015,2015,Male,M,72,25 to 44
Melanoma of the Skin,25010,Wisconsin,55,2016,2016,Female,F,130,25 to 44
Melanoma of the Skin,25010,Wisconsin,55,2016,2016,Male,M,67,25 to 44
Melanoma of the Skin,25010,Wisconsin,55,2017,2017,Female,F,113,25 to 44
Melanoma of the Skin,25010,Wisconsin,55,2017,2017,Male,M,79,25 to 44
Melanoma of the Skin,25010,Wisconsin,55,2018,2018,Female,F,109,25 to 44
Melanoma of the Skin,25010,Wisconsin,55,2018,2018,Male,M,50,25 to 44
Melanoma of the Skin,25010,Wyoming,56,2014,2014,Female,F,0,25 to 44
Melanoma of the Skin,25010,Wyoming,56,2014,2014,Male,M,0,25 to 44
Melanoma of the Skin,25010,Wyoming,56,2015,2015,Female,F,0,25 to 44
Melanoma of the Skin,25010,Wyoming,56,2015,2015,Male,M,0,25 to 44
Melanoma of the Skin,25010,Wyoming,56,2016,2016,Female,F,0,25 to 44
Melanoma of the Skin,25010,Wyoming,56,2016,2016,Male,M,0,25 to 44
Melanoma of the Skin,25010,Wyoming,56,2017,2017,Female,F,0,25 to 44
Melanoma of the Skin,25010,Wyoming,56,2017,2017,Male,M,0,25 to 44
Melanoma of the Skin,25010,Wyoming,56,2018,2018,Female,F,0,25 to 44
Melanoma of the Skin,25010,Wyoming,56,2018,2018,Male,M,0,25 to 44
Breast,26000,Alabama,1,2014,2014,Female,F,1683,45 to 64
Breast,26000,Alabama,1,2014,2014,Male,M,19,45 to 64
Breast,26000,Alabama,1,2015,2015,Female,F,1717,45 to 64
Breast,26000,Alabama,1,2015,2015,Male,M,23,45 to 64
Breast,26000,Alabama,1,2016,2016,Female,F,1601,45 to 64
Breast,26000,Alabama,1,2016,2016,Male,M,17,45 to 64
Breast,26000,Alabama,1,2017,2017,Female,F,1580,45 to 64
Breast,26000,Alabama,1,2017,2017,Male,M,16,45 to 64
Breast,26000,Alabama,1,2018,2018,Female,F,1561,45 to 64
Breast,26000,Alabama,1,2018,2018,Male,M,0,45 to 64
Breast,26000,Alaska,2,2014,2014,Female,F,233,45 to 64
Breast,26000,Alaska,2,2014,2014,Male,M,0,45 to 64
Breast,26000,Alaska,2,2015,2015,Female,F,226,45 to 64
Breast,26000,Alaska,2,2015,2015,Male,M,0,45 to 64
Breast,26000,Alaska,2,2016,2016,Female,F,203,45 to 64
Breast,26000,Alaska,2,2016,2016,Male,M,0,45 to 64
Breast,26000,Alaska,2,2017,2017,Female,F,209,45 to 64
Breast,26000,Alaska,2,2017,2017,Male,M,0,45 to 64
Breast,26000,Alaska,2,2018,2018,Female,F,235,45 to 64
Breast,26000,Alaska,2,2018,2018,Male,M,0,45 to 64
Breast,26000,Arizona,4,2014,2014,Female,F,1937,45 to 64
Breast,26000,Arizona,4,2014,2014,Male,M,0,45 to 64
Breast,26000,Arizona,4,2015,2015,Female,F,1947,45 to 64
Breast,26000,Arizona,4,2015,2015,Male,M,0,45 to 64
Breast,26000,Arizona,4,2016,2016,Female,F,2040,45 to 64
Breast,26000,Arizona,4,2016,2016,Male,M,17,45 to 64
Breast,26000,Arizona,4,2017,2017,Female,F,1950,45 to 64
Breast,26000,Arizona,4,2017,2017,Male,M,23,45 to 64
Breast,26000,Arizona,4,2018,2018,Female,F,1920,45 to 64
Breast,26000,Arizona,4,2018,2018,Male,M,31,45 to 64
Breast,26000,Arkansas,5,2014,2014,Female,F,931,45 to 64
Breast,26000,Arkansas,5,2014,2014,Male,M,0,45 to 64
Breast,26000,Arkansas,5,2015,2015,Female,F,941,45 to 64
Breast,26000,Arkansas,5,2015,2015,Male,M,0,45 to 64
Breast,26000,Arkansas,5,2016,2016,Female,F,948,45 to 64
Breast,26000,Arkansas,5,2016,2016,Male,M,0,45 to 64
Breast,26000,Arkansas,5,2017,2017,Female,F,909,45 to 64
Breast,26000,Arkansas,5,2017,2017,Male,M,0,45 to 64
Breast,26000,Arkansas,5,2018,2018,Female,F,979,45 to 64
Breast,26000,Arkansas,5,2018,2018,Male,M,0,45 to 64
Breast,26000,California,6,2014,2014,Female,F,11876,45 to 64
Breast,26000,California,6,2014,2014,Male,M,57,45 to 64
Breast,26000,California,6,2015,2015,Female,F,12407,45 to 64
Breast,26000,California,6,2015,2015,Male,M,79,45 to 64
Breast,26000,California,6,2016,2016,Female,F,12077,45 to 64
Breast,26000,California,6,2016,2016,Male,M,76,45 to 64
Breast,26000,California,6,2017,2017,Female,F,12536,45 to 64
Breast,26000,California,6,2017,2017,Male,M,55,45 to 64
Breast,26000,California,6,2018,2018,Female,F,12126,45 to 64
Breast,26000,California,6,2018,2018,Male,M,72,45 to 64
Breast,26000,Colorado,8,2014,2014,Female,F,1746,45 to 64
Breast,26000,Colorado,8,2014,2014,Male,M,0,45 to 64
Breast,26000,Colorado,8,2015,2015,Female,F,1817,45 to 64
Breast,26000,Colorado,8,2015,2015,Male,M,0,45 to 64
Breast,26000,Colorado,8,2016,2016,Female,F,1856,45 to 64
Breast,26000,Colorado,8,2016,2016,Male,M,0,45 to 64
Breast,26000,Colorado,8,2017,2017,Female,F,1854,45 to 64
Breast,26000,Colorado,8,2017,2017,Male,M,0,45 to 64
