,year,locationabbr,locationdesc,topictype,topicdesc,measuredesc,response,data_value_unit,data_value,gender,data_value_footnote_symbol,data_value_footnote,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Sex,Sex Code,Count,age_group
3353,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,4.0,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,116,65+
3354,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,50.4,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,-1,25 to 44
3355,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,50.4,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,49,45 to 64
3356,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,50.4,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,116,65+
3357,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,33.5,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,-1,25 to 44
3358,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,33.5,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,49,45 to 64
3359,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,33.5,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,116,65+
3360,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,31.4,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,-1,25 to 44
3361,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,31.4,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,49,45 to 64
3362,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,31.4,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,116,65+
3363,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,51.2,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,-1,25 to 44
3364,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,51.2,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,49,45 to 64
3365,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,51.2,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,116,65+
3366,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,66.5,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,-1,25 to 44
3367,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,66.5,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,49,45 to 64
3368,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,66.5,Male,,,Breast,26000,Florida,12,2015,2015,Male,M,116,65+
3369,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,68.0,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,1488,25 to 44
3370,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,68.0,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,6911,45 to 64
3371,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,68.0,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,8366,65+
3372,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,1.2,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,1488,25 to 44
3373,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,1.2,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,6911,45 to 64
3374,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,1.2,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,8366,65+
3375,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,60.9,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,1488,25 to 44
3376,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,60.9,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,6911,45 to 64
3377,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,60.9,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,8366,65+
3378,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,,Female,*,Data in these cells have been suppressed because of a small sample size,Breast,26000,Florida,12,2015,2015,Female,F,1488,25 to 44
3379,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,,Female,*,Data in these cells have been suppressed because of a small sample size,Breast,26000,Florida,12,2015,2015,Female,F,6911,45 to 64
3380,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,,Female,*,Data in these cells have been suppressed because of a small sample size,Breast,26000,Florida,12,2015,2015,Female,F,8366,65+
3381,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,98.8,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,1488,25 to 44
3382,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,98.8,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,6911,45 to 64
3383,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,98.8,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,8366,65+
3384,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,32.0,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,1488,25 to 44
3385,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,32.0,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,6911,45 to 64
3386,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,32.0,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,8366,65+
3387,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,14.3,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,1488,25 to 44
3388,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,14.3,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,6911,45 to 64
3389,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,14.3,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,8366,65+
3390,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,%,,Female,*,Data in these cells have been suppressed because of a small sample size,Breast,26000,Florida,12,2015,2015,Female,F,1488,25 to 44
3391,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,%,,Female,*,Data in these cells have been suppressed because of a small sample size,Breast,26000,Florida,12,2015,2015,Female,F,6911,45 to 64
3392,2015,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,%,,Female,*,Data in these cells have been suppressed because of a small sample size,Breast,26000,Florida,12,2015,2015,Female,F,8366,65+
3393,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,24.8,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,1488,25 to 44
3394,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,24.8,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,6911,45 to 64
3395,2015,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,24.8,Female,,,Breast,26000,Florida,12,2015,2015,Female,F,8366,65+
3396,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,33.3,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,-1,25 to 44
3397,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,33.3,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,39,45 to 64
3398,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,33.3,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,103,65+
3399,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,52.2,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,-1,25 to 44
3400,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,52.2,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,39,45 to 64
3401,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,52.2,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,103,65+
3402,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,95.6,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,-1,25 to 44
3403,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,95.6,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,39,45 to 64
3404,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,95.6,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,103,65+
3405,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,%,47.8,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,-1,25 to 44
3406,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,%,47.8,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,39,45 to 64
3407,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,%,47.8,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,103,65+
3408,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,48.9,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,-1,25 to 44
3409,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,48.9,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,39,45 to 64
3410,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,48.9,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,103,65+
3411,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,66.7,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,-1,25 to 44
3412,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,66.7,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,39,45 to 64
3413,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,66.7,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,103,65+
3414,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,31.1,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,-1,25 to 44
3415,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,31.1,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,39,45 to 64
3416,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,31.1,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,103,65+
3417,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,4.4,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,-1,25 to 44
3418,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,4.4,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,39,45 to 64
3419,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,4.4,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,103,65+
3420,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,20.0,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,-1,25 to 44
3421,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,20.0,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,39,45 to 64
3422,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,20.0,Male,,,Breast,26000,Florida,12,2014,2014,Male,M,103,65+
3423,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,%,,Female,*,Data in these cells have been suppressed because of a small sample size,Breast,26000,Florida,12,2014,2014,Female,F,1408,25 to 44
3424,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,%,,Female,*,Data in these cells have been suppressed because of a small sample size,Breast,26000,Florida,12,2014,2014,Female,F,6821,45 to 64
3425,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,%,,Female,*,Data in these cells have been suppressed because of a small sample size,Breast,26000,Florida,12,2014,2014,Female,F,7930,65+
3426,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,35.6,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,1408,25 to 44
3427,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,35.6,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,6821,45 to 64
3428,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,35.6,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,7930,65+
3429,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,1.1,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,1408,25 to 44
3430,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,1.1,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,6821,45 to 64
3431,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,1.1,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,7930,65+
3432,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,24.7,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,1408,25 to 44
3433,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,24.7,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,6821,45 to 64
3434,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,24.7,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,7930,65+
3435,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,,Female,*,Data in these cells have been suppressed because of a small sample size,Breast,26000,Florida,12,2014,2014,Female,F,1408,25 to 44
3436,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,,Female,*,Data in these cells have been suppressed because of a small sample size,Breast,26000,Florida,12,2014,2014,Female,F,6821,45 to 64
3437,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,,Female,*,Data in these cells have been suppressed because of a small sample size,Breast,26000,Florida,12,2014,2014,Female,F,7930,65+
3438,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,98.9,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,1408,25 to 44
3439,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,98.9,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,6821,45 to 64
3440,2014,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,98.9,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,7930,65+
3441,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,64.4,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,1408,25 to 44
3442,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,64.4,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,6821,45 to 64
3443,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,64.4,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,7930,65+
3444,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,59.8,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,1408,25 to 44
3445,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,59.8,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,6821,45 to 64
3446,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,59.8,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,7930,65+
3447,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,15.5,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,1408,25 to 44
3448,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,15.5,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,6821,45 to 64
3449,2014,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,15.5,Female,,,Breast,26000,Florida,12,2014,2014,Female,F,7930,65+
3450,2018,GA,Georgia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Every Day,%,36.2,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,823,25 to 44
3451,2018,GA,Georgia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Every Day,%,36.2,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3637,45 to 64
3452,2018,GA,Georgia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Every Day,%,36.2,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3709,65+
3453,2018,GA,Georgia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Current,%,4.2,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,823,25 to 44
3454,2018,GA,Georgia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Current,%,4.2,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3637,45 to 64
3455,2018,GA,Georgia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Current,%,4.2,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3709,65+
3456,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,17.9,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,823,25 to 44
3457,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,17.9,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3637,45 to 64
3458,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Former,%,17.9,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3709,65+
3459,2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,98.6,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,823,25 to 44
3460,2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,98.6,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3637,45 to 64
3461,2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Not Current,%,98.6,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3709,65+
3462,2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,%,43.2,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,823,25 to 44
3463,2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,%,43.2,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3637,45 to 64
3464,2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,%,43.2,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3709,65+
3465,2018,GA,Georgia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Some Days,%,63.8,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,823,25 to 44
3466,2018,GA,Georgia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Some Days,%,63.8,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3637,45 to 64
3467,2018,GA,Georgia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,Some Days,%,63.8,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3709,65+
3468,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,68.6,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,823,25 to 44
3469,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,68.6,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3637,45 to 64
3470,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,68.6,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3709,65+
3471,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,67.5,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,823,25 to 44
3472,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,67.5,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3637,45 to 64
3473,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Never,%,67.5,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3709,65+
3474,2018,GA,Georgia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Never,%,78.6,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,823,25 to 44
3475,2018,GA,Georgia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Never,%,78.6,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3637,45 to 64
3476,2018,GA,Georgia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Never,%,78.6,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3709,65+
3477,2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,56.8,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,823,25 to 44
3478,2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,56.8,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3637,45 to 64
3479,2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,%,56.8,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3709,65+
3480,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,31.4,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,823,25 to 44
3481,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,31.4,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3637,45 to 64
3482,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Some Days,%,31.4,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3709,65+
3483,2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,1.4,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,823,25 to 44
3484,2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,1.4,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3637,45 to 64
3485,2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,1.4,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3709,65+
3486,2018,GA,Georgia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Former,%,17.2,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,823,25 to 44
3487,2018,GA,Georgia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Former,%,17.2,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3637,45 to 64
3488,2018,GA,Georgia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,Former,%,17.2,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3709,65+
3489,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,14.6,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,823,25 to 44
3490,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,14.6,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3637,45 to 64
3491,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,Current,%,14.6,Female,,,Breast,26000,Georgia,13,2018,2018,Female,F,3709,65+
3492,2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,7.4,Male,,,Breast,26000,Georgia,13,2018,2018,Male,M,-1,25 to 44
3493,2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,7.4,Male,,,Breast,26000,Georgia,13,2018,2018,Male,M,38,45 to 64
3494,2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,Current,%,7.4,Male,,,Breast,26000,Georgia,13,2018,2018,Male,M,37,65+
3495,2018,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,Every Day,%,66.4,Male,,,Breast,26000,Georgia,13,2018,2018,Male,M,-1,25 to 44
